id_venta,periodo,anio,mes,fuente_archivo,hoja_origen,fecha_carga,fecha_creacion,factura_no,mesa,comensales,facturador,sede_homologada,vendedor,cliente,documento,telefono,forma_pago_original,fecha_pago,medio_pago,valor_pago,valor_venta,valor_descuentos,valor_neto,propina,domicilio,total_factura,base_inc_8,imp_inc_8,base_iva_19,imp_iva_19,base_otros,imp_otros,tipo_impuesto_detectado,estado_tributario,filas_asociadas,filas_detalle_impuesto,estado_registro,alerta_calidad,observacion_revision
VEN-202511-000011,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 15:59:36.662,POS5349,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-01 15:59:37.746,Transferencia,26900,26381.48148148148,0.0,26381.48148148148,0,0,26900,6481.481481481481,518.5185185185185,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000012,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 19:01:37.853,POS5350,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-01 19:01:39.208,Tarjeta Débito,106400,100206.4737005913,0.0,100206.4737005913,0,0,106400,14351.85185185185,1148.148148148148,26554.6218487395,5045.378151260504,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000013,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 19:32:24.504,POS5351,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-01 19:32:25.821,Efectivo,33200,31484.65608465609,0.0,31484.65608465609,0,0,33200,7870.37037037037,629.6296296296296,5714.285714285715,1085.714285714286,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000014,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 19:40:47.142,POS5352,Mesa 2,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-01 19:40:48.453,Efectivo,61800,60244.44444444443,0.0,60244.44444444443,0,0,61800,19444.44444444445,1555.555555555555,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000015,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 20:50:14.603,POS5353,Mesa 6,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-01 20:50:14.819,Tarjeta Débito,20800,19873.94957983193,0.0,19873.94957983193,0,0,20800,0.0,0.0,4873.949579831933,926.0504201680673,0.0,0.0,SOLO_IVA,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000016,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 20:56:08.477,POS5354,Mesa 6,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-01 20:56:08.695,Efectivo,90900,90418.51851851851,0.0,90418.51851851851,0,0,90900,6018.518518518518,481.4814814814815,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000017,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 20:58:43.882,POS5355,Mesa 2,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-01 20:58:44.247,Transferencia,111800,107479.1160908808,0.0,107479.1160908808,0,0,111800,24074.07407407407,1925.925925925926,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000018,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 21:00:36.633,POS5356,Mesa 3,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-01 21:00:36.945,Efectivo,147300,144609.5238095238,0.0,144609.5238095238,0,0,147300,16666.66666666666,1333.333333333333,7142.857142857143,1357.142857142857,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000019,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 21:05:23.534,POS5357,Mesa 5,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-01 21:05:23.791,Tarjeta Débito,85255,99337.03703703702,14900.55555555555,84436.48148148146,0,0,85255,10231.48148148148,818.5185185185184,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000020,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 21:06:10.983,POS5358,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-01 21:06:11.280,Tarjeta crédito,147985,166884.6249610956,25032.69374416433,141851.9312169312,0,0,147985,12199.07407407407,975.9259259259259,27142.85714285714,5157.142857142857,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000021,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 21:09:37.226,POS5359,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-01 21:09:37.981,Efectivo,76900,74121.97323373794,0.0,74121.97323373794,0,0,76900,11574.07407407407,925.9259259259259,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000022,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 21:48:08.578,POS5360,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-01 21:48:08.861,Efectivo,44400,42465.04824151882,0.0,42465.04824151882,0,0,44400,16203.7037037037,1296.296296296296,3361.344537815126,638.6554621848741,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000023,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 22:08:29.176,POS5361,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-01 22:08:29.574,Tarjeta Débito,58400,55881.23249299719,0.0,55881.23249299719,0,0,58400,8333.333333333332,666.6666666666665,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000024,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-01 22:44:22.417,POS5362,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-01 22:44:22.983,Tarjeta crédito,56400,54251.60286336757,0.0,54251.60286336757,0,0,56400,3703.703703703703,296.2962962962963,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000025,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 11:34:54.266,POS5363,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-02 11:34:54.993,Tarjeta crédito,112880,131873.9495798319,19781.09243697479,112092.8571428572,0,0,112880,0.0,0.0,4142.857142857143,787.1428571428572,0.0,0.0,SOLO_IVA,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000026,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:17:37.917,POS5364,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 12:17:38.702,Tarjeta Débito,82100,79433.2088390912,0.0,79433.2088390912,0,0,82100,21759.25925925926,1740.740740740741,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000027,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:22:08.686,POS5365,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-02 12:22:09.430,Transferencia,17000,16407.40740740741,0.0,16407.40740740741,0,0,17000,7407.407407407407,592.5925925925925,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000028,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:26:45.231,POS5366,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 12:26:46.007,Tarjeta Débito,61200,59310.98661686897,0.0,59310.98661686897,0,0,61200,12037.03703703704,962.9629629629629,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000029,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:29:52.232,POS5367,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 12:29:53.044,Tarjeta Débito,86100,82432.95985060692,0.0,82432.95985060692,0,0,86100,11111.11111111111,888.8888888888889,14621.8487394958,2778.151260504202,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000030,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:40:21.143,POS5368,Domicilio,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-02 12:40:21.932,Transferencia,38500,37240.74074074074,0.0,37240.74074074074,0,8000,38500,15740.74074074074,1259.259259259259,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000031,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:47:42.108,POS5369,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 12:47:42.885,Efectivo,23900,23261.34453781513,0.0,23261.34453781513,0,0,23900,0.0,0.0,3361.344537815126,638.6554621848741,0.0,0.0,SOLO_IVA,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000032,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 12:53:26.901,POS5370,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 12:53:27.699,Efectivo,48300,47670.37037037037,0.0,47670.37037037037,0,0,48300,7870.37037037037,629.6296296296296,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000033,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 13:23:02.782,POS5371,Mesa 2,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 13:23:03.601,Efectivo,48500,48500.0,0.0,48500.0,0,0,48500,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,POR VALIDAR,SEDE_POR_VALIDAR | IMPUESTO_POR_VALIDAR,
VEN-202511-000034,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 13:49:47.422,POS5372,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 13:49:48.301,Tarjeta Débito,291500,283416.1531279178,0.0,283416.1531279178,0,0,291500,23611.11111111111,1888.888888888889,32605.04201680672,6194.957983193278,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000035,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 14:05:59.451,POS5373,Mesa 1,1,Camilo,POR VALIDAR,Camilo,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 14:06:00.461,Tarjeta Débito,36200,34570.24587612823,0.0,34570.24587612823,0,0,36200,8796.296296296296,703.7037037037037,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000036,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 14:49:41.344,POS5374,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 14:49:42.258,Tarjeta Débito,50100,47877.52878929349,0.0,47877.52878929349,0,0,50100,4629.62962962963,370.3703703703704,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000037,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 15:16:15.011,POS5375,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 15:16:15.966,Efectivo,77800,76837.03703703704,0.0,76837.03703703704,0,0,77800,12037.03703703704,962.9629629629629,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000038,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 17:02:06.263,POS5376,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 17:02:07.308,Tarjeta Débito,88400,86844.44444444445,0.0,86844.44444444445,0,0,88400,19444.44444444445,1555.555555555555,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000039,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 19:02:07.895,POS5377,Mesa 2,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-02 19:02:09.027,Tarjeta crédito,20900,20900.0,0.0,20900.0,0,0,20900,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,POR VALIDAR,IMPUESTO_POR_VALIDAR,
VEN-202511-000040,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 19:16:45.366,POS5378,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-02 19:16:49.705,Transferencia,62100,59150.14005602241,0.0,59150.14005602241,0,0,62100,8333.333333333332,666.6666666666667,12016.80672268908,2283.193277310924,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000041,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 19:18:54.767,POS5379,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 19:18:55.928,Tarjeta Débito,80900,78677.77777777777,0.0,78677.77777777777,0,0,80900,27777.77777777777,2222.222222222222,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000042,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 19:33:43.932,POS5380,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 19:33:45.263,Efectivo,178300,175300.0,0.0,175300.0,0,0,178300,37500.0,3000.0,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000043,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 19:56:06.195,POS5381,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-02 19:56:07.431,Transferencia,40200,37324.21413009648,0.0,37324.21413009648,0,0,40200,7407.407407407407,592.5925925925926,12016.80672268908,2283.193277310924,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000044,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 19:57:47.893,POS5382,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 19:57:49.054,Tarjeta Débito,35800,34873.94957983193,0.0,34873.94957983193,0,0,35800,0.0,0.0,4873.949579831933,926.0504201680673,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
VEN-202511-000045,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:03:49.151,POS5383,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 20:03:50.343,Efectivo,57400,54733.08434484905,0.0,54733.08434484905,0,0,57400,10185.18518518518,814.8148148148148,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000046,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:25:14.048,POS5384,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 20:25:15.257,Tarjeta Débito,29400,28770.37037037037,0.0,28770.37037037037,0,0,29400,7870.37037037037,629.6296296296296,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000047,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:25:57.928,POS5385,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 20:25:59.104,Tarjeta Débito,15000,15000.0,0.0,15000.0,0,0,15000,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,POR VALIDAR,IMPUESTO_POR_VALIDAR,
VEN-202511-000048,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:30:35.074,POS5386,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 20:30:36.347,Efectivo,22400,21992.59259259259,0.0,21992.59259259259,0,0,22400,5092.592592592592,407.4074074074074,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000049,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:34:15.583,POS5387,Mesa 2,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 20:34:16.786,Tarjeta Débito,25400,25066.66666666666,0.0,25066.66666666666,0,0,25400,4166.666666666666,333.3333333333333,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000050,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:34:33.774,POS5388,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-02 20:34:34.980,Tarjeta crédito,6800,5714.285714285715,0.0,5714.285714285715,0,0,6800,0.0,0.0,5714.285714285715,1085.714285714286,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
VEN-202511-000051,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:55:32.915,POS5389,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-02 20:55:33.289,Tarjeta crédito,40500,36428.57142857143,0.0,36428.57142857143,0,0,40500,0.0,0.0,21428.57142857143,4071.428571428572,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
VEN-202511-000052,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 20:59:37.193,POS5390,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 20:59:37.430,Tarjeta Débito,30900,29937.03703703704,0.0,29937.03703703704,0,0,30900,12037.03703703704,962.962962962963,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000053,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 21:15:49.407,POS5391,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 21:15:49.625,Efectivo,15000,15000.0,0.0,15000.0,0,0,15000,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,POR VALIDAR,IMPUESTO_POR_VALIDAR,
VEN-202511-000054,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 21:21:59.666,POS5392,Mesa 2,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-02 21:21:59.938,Efectivo,74500,71550.79365079364,0.0,71550.79365079364,0,0,74500,9722.222222222223,777.7777777777778,11428.57142857143,2171.428571428572,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000055,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-02 21:24:52.959,POS5393,Mesa 1,1,Cajero,PP,Cajero,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-02 21:24:53.250,Tarjeta Débito,34000,28571.42857142857,0.0,28571.42857142857,0,0,34000,0.0,0.0,28571.42857142857,5428.571428571429,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
